                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.35197,                0.48667,                0.95113,                0.89673,                0.89846,                0.94316,                 0.8867,                0.37172,                0.62515,                0.94942,             7.5857e-05,             7.5857e-05,             7.5857e-05
                    158,                0.35425,                0.49406,                0.95352,                0.88764,                0.89062,                0.94705,                0.88936,                0.37665,                0.62894,                0.95653,             7.4209e-05,             7.4209e-05,             7.4209e-05
                    159,                0.36964,                0.50927,                0.96458,                0.88702,                0.88387,                0.94702,                0.88638,                0.37634,                0.64571,                0.95373,             7.2561e-05,             7.2561e-05,             7.2561e-05
                    160,                0.37918,                0.52013,                0.96705,                0.88558,                0.88673,                0.94416,                0.87869,                0.38703,                0.64472,                0.96198,             7.0912e-05,             7.0912e-05,             7.0912e-05
                    161,                  0.375,                0.51408,                0.96317,                0.90078,                0.86183,                0.94633,                0.88396,                0.38147,                0.64113,                0.95563,             6.9264e-05,             6.9264e-05,             6.9264e-05
                    162,                 0.3487,                0.49167,                0.94739,                0.85447,                0.91775,                0.94577,                0.88493,                0.37487,                0.61805,                0.95123,             6.7616e-05,             6.7616e-05,             6.7616e-05
                    163,                0.35598,                0.49114,                 0.9552,                0.88383,                0.90931,                0.94598,                0.88901,                0.38101,                0.61651,                0.95835,             6.5967e-05,             6.5967e-05,             6.5967e-05
                    164,                0.34886,                0.45077,                0.94852,                0.88081,                0.90466,                0.94886,                0.88829,                0.37951,                0.61459,                0.95607,             6.4319e-05,             6.4319e-05,             6.4319e-05
                    165,                0.36312,                0.49289,                0.97179,                0.87029,                  0.902,                0.95042,                0.88689,                0.37702,                0.61071,                0.94987,             6.2671e-05,             6.2671e-05,             6.2671e-05
                    166,                0.35648,                0.50215,                0.95714,                0.91024,                0.86661,                 0.9458,                0.88617,                0.37333,                0.59375,                0.94906,             6.1022e-05,             6.1022e-05,             6.1022e-05
                    167,                0.36531,                0.50754,                0.96258,                0.92658,                0.87217,                 0.9451,                0.88633,                0.37664,                0.60243,                0.95515,             5.9374e-05,             5.9374e-05,             5.9374e-05
                    168,                0.35141,                0.47843,                0.95887,                0.91482,                0.88476,                0.95219,                0.89536,                0.37751,                0.60249,                0.95481,             5.7726e-05,             5.7726e-05,             5.7726e-05
                    169,                0.34592,                0.47288,                0.94555,                0.92307,                0.87268,                0.94839,                0.89356,                0.37223,                0.61573,                0.94565,             5.6077e-05,             5.6077e-05,             5.6077e-05
                    170,                0.33908,                0.45462,                0.94832,                0.91649,                0.87851,                0.94697,                 0.8882,                0.37606,                0.62014,                0.94672,             5.4429e-05,             5.4429e-05,             5.4429e-05
                    171,                0.34344,                 0.4733,                0.94477,                0.92702,                0.85805,                0.94834,                0.88717,                0.37648,                0.60809,                0.94807,             5.2781e-05,             5.2781e-05,             5.2781e-05
                    172,                0.32129,                0.44753,                0.94164,                0.93775,                 0.8491,                0.94911,                0.88892,                0.37409,                0.59881,                 0.9451,             5.1132e-05,             5.1132e-05,             5.1132e-05
                    173,                0.32744,                0.43537,                0.94278,                0.92822,                0.86661,                0.94511,                0.88426,                0.37428,                0.60616,                0.94746,             4.9484e-05,             4.9484e-05,             4.9484e-05
                    174,                0.33963,                0.44796,                0.94499,                0.93006,                0.86687,                0.94797,                0.89021,                0.37051,                0.60331,                0.94323,             4.7835e-05,             4.7835e-05,             4.7835e-05
                    175,                0.33412,                0.44691,                0.94759,                0.93197,                0.85865,                0.94297,                  0.884,                0.37793,                0.59567,                0.94625,             4.6187e-05,             4.6187e-05,             4.6187e-05
                    176,                0.32959,                0.44958,                0.93419,                0.89471,                0.88697,                0.94961,                0.89226,                0.37732,                0.58609,                0.94779,             4.4539e-05,             4.4539e-05,             4.4539e-05
                    177,                0.36245,                0.48842,                 0.9555,                0.93011,                0.86873,                0.95223,                0.89619,                0.37126,                0.58237,                0.94401,              4.289e-05,              4.289e-05,              4.289e-05
                    178,                0.32622,                0.45108,                0.94264,                 0.9387,                0.86303,                0.95007,                0.89051,                0.36922,                0.58355,                0.94171,             4.1242e-05,             4.1242e-05,             4.1242e-05
                    179,                0.33984,                0.47096,                0.95201,                0.93717,                0.86345,                  0.955,                0.90224,                0.36468,                0.59323,                0.93838,             3.9594e-05,             3.9594e-05,             3.9594e-05
                    180,                0.32717,                0.45148,                0.92928,                0.91031,                0.89397,                0.95759,                0.90527,                0.36493,                0.59111,                0.93844,             3.7945e-05,             3.7945e-05,             3.7945e-05
                    181,                0.32269,                0.45519,                0.93966,                0.89513,                 0.9045,                0.95527,                0.89796,                0.36701,                0.58522,                0.94191,             3.6297e-05,             3.6297e-05,             3.6297e-05
                    182,                0.33339,                0.45222,                0.93935,                0.94617,                0.85883,                0.95148,                0.89389,                0.36655,                0.57512,                0.94309,             3.4649e-05,             3.4649e-05,             3.4649e-05
                    183,                0.34234,                0.45657,                0.94434,                0.93489,                0.87223,                0.95222,                0.89785,                 0.3669,                0.56556,                0.94239,                3.3e-05,                3.3e-05,                3.3e-05
                    184,                0.33752,                 0.4619,                0.95235,                0.94808,                0.86798,                0.95281,                  0.895,                0.37312,                0.55962,                 0.9489,             3.1352e-05,             3.1352e-05,             3.1352e-05
                    185,                0.35903,                0.46701,                0.94574,                0.94291,                0.87372,                0.95396,                0.89641,                0.37102,                0.55787,                0.94846,             2.9704e-05,             2.9704e-05,             2.9704e-05
                    186,                0.31964,                0.43555,                0.94153,                0.94227,                 0.8759,                0.95421,                 0.8942,                0.37149,                0.55586,                0.94888,             2.8055e-05,             2.8055e-05,             2.8055e-05
                    187,                0.33438,                0.45458,                0.94811,                0.94405,                 0.8765,                0.95336,                0.89754,                0.36753,                0.55556,                0.94487,             2.6407e-05,             2.6407e-05,             2.6407e-05
                    188,                0.32599,                0.43857,                0.94801,                0.94018,                0.87769,                0.95384,                0.90181,                0.36626,                0.55407,                0.94186,             2.4759e-05,             2.4759e-05,             2.4759e-05
                    189,                0.35029,                0.47692,                 0.9574,                0.94063,                0.87112,                0.95329,                 0.8952,                0.36805,                0.56356,                0.94217,              2.311e-05,              2.311e-05,              2.311e-05
                    190,                0.34192,                0.44712,                0.94823,                0.94267,                0.86431,                0.95254,                0.89753,                0.36907,                0.56416,                0.94345,             2.1462e-05,             2.1462e-05,             2.1462e-05
                    191,                0.20223,                0.32769,                0.84711,                0.90324,                0.89995,                0.95273,                0.89359,                 0.3721,                0.58385,                0.94288,             1.9814e-05,             1.9814e-05,             1.9814e-05
                    192,                0.19765,                0.33184,                0.82902,                0.90528,                0.90845,                0.94692,                0.88904,                0.36944,                0.58441,                0.94347,             1.8165e-05,             1.8165e-05,             1.8165e-05
                    193,                0.18736,                0.31375,                0.83043,                  0.912,                0.90041,                0.95237,                0.89411,                0.36764,                0.56905,                0.94067,             1.6517e-05,             1.6517e-05,             1.6517e-05
                    194,                0.19261,                0.32268,                0.84327,                0.91017,                0.90407,                0.95024,                0.89178,                0.36796,                0.57424,                0.94058,             1.4868e-05,             1.4868e-05,             1.4868e-05
                    195,                0.19208,                0.31763,                0.83958,                0.91175,                0.90038,                0.95123,                0.89321,                0.36671,                0.57479,                0.93879,              1.322e-05,              1.322e-05,              1.322e-05
                    196,                0.19445,                0.31297,                0.83986,                0.90884,                0.90679,                  0.952,                 0.8942,                0.36867,                0.57403,                0.94151,             1.1572e-05,             1.1572e-05,             1.1572e-05
                    197,                0.18519,                0.31327,                0.83225,                0.91045,                0.90373,                0.95334,                0.89086,                0.36757,                0.57045,                0.94095,             9.9234e-06,             9.9234e-06,             9.9234e-06
                    198,                  0.181,                0.31246,                0.82418,                0.90557,                0.90389,                0.94761,                0.88996,                0.36694,                0.57038,                0.94047,             8.2751e-06,             8.2751e-06,             8.2751e-06
                    199,                0.18751,                 0.3074,                0.83016,                0.90498,                0.90534,                0.95337,                0.89804,                0.36621,                0.56784,                0.93988,             6.6267e-06,             6.6267e-06,             6.6267e-06
                    200,                0.18687,                0.30898,                0.82873,                0.89125,                0.91958,                0.95336,                0.89761,                0.36681,                0.56501,                0.93949,             4.9784e-06,             4.9784e-06,             4.9784e-06
